Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (CPC),Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
"QCL","Crops and livestock products","408","Democratic People's Republic of Korea","5112","Stocks","02154","Ducks","2024","2024","1000 An","7625","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","408","Democratic People's Republic of Korea","5111","Stocks","02123","Goats","2024","2024","An","4040502","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","408","Democratic People's Republic of Korea","5111","Stocks","02131","Horses","2024","2024","An","48351","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","408","Democratic People's Republic of Korea","5112","Stocks","02191","Rabbits and hares","2024","2024","1000 An","32171","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","408","Democratic People's Republic of Korea","5111","Stocks","02122","Sheep","2024","2024","An","164779","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","408","Democratic People's Republic of Korea","5111","Stocks","02140","Swine / pigs","2024","2024","An","2462814","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","180","Democratic Republic of the Congo","5111","Stocks","02132","Asses","2024","2024","An","","M","Missing value; data cannot exist",""
"QCL","Crops and livestock products","180","Democratic Republic of the Congo","5111","Stocks","02111","Cattle","2024","2024","An","2032019","A","Official figure",""
"QCL","Crops and livestock products","180","Democratic Republic of the Congo","5112","Stocks","02151","Chickens","2024","2024","1000 An","19092","A","Official figure",""
"QCL","Crops and livestock products","180","Democratic Republic of the Congo","5111","Stocks","02123","Goats","2024","2024","An","4147239","A","Official figure",""
"QCL","Crops and livestock products","180","Democratic Republic of the Congo","5111","Stocks","02131","Horses","2024","2024","An","","M","Missing value; data cannot exist",""
"QCL","Crops and livestock products","180","Democratic Republic of the Congo","5111","Stocks","02122","Sheep","2024","2024","An","920510","A","Official figure",""
"QCL","Crops and livestock products","180","Democratic Republic of the Congo","5111","Stocks","02140","Swine / pigs","2024","2024","An","1016111","A","Official figure",""
"QCL","Crops and livestock products","208","Denmark","5111","Stocks","02112","Buffalo","2024","2024","An","0","A","Official figure",""
"QCL","Crops and livestock products","208","Denmark","5111","Stocks","02111","Cattle","2024","2024","An","1413860","A","Official figure",""
"QCL","Crops and livestock products","208","Denmark","5112","Stocks","02151","Chickens","2024","2024","1000 An","20718","A","Official figure",""
"QCL","Crops and livestock products","208","Denmark","5112","Stocks","02154","Ducks","2024","2024","1000 An","60","A","Official figure",""
"QCL","Crops and livestock products","208","Denmark","5112","Stocks","02153","Geese","2024","2024","1000 An","4","A","Official figure",""
"QCL","Crops and livestock products","208","Denmark","5111","Stocks","02131","Horses","2024","2024","An","45382","A","Official figure",""
"QCL","Crops and livestock products","208","Denmark","5111","Stocks","02122","Sheep","2024","2024","An","147980","A","Official figure",""
"QCL","Crops and livestock products","208","Denmark","5111","Stocks","02140","Swine / pigs","2024","2024","An","11583000","A","Official figure",""
"QCL","Crops and livestock products","208","Denmark","5112","Stocks","02152","Turkeys","2024","2024","1000 An","136","A","Official figure",""
"QCL","Crops and livestock products","262","Djibouti","5111","Stocks","02132","Asses","2024","2024","An","8413","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","262","Djibouti","5111","Stocks","02111","Cattle","2024","2024","An","317893","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","262","Djibouti","5111","Stocks","02123","Goats","2024","2024","An","520013","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","262","Djibouti","5111","Stocks","02122","Sheep","2024","2024","An","470538","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","212","Dominica","5111","Stocks","02111","Cattle","2024","2024","An","13873","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","212","Dominica","5112","Stocks","02151","Chickens","2024","2024","1000 An","204","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","212","Dominica","5111","Stocks","02123","Goats","2024","2024","An","9706","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","212","Dominica","5111","Stocks","02122","Sheep","2024","2024","An","8516","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","212","Dominica","5111","Stocks","02140","Swine / pigs","2024","2024","An","5058","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","214","Dominican Republic","5111","Stocks","02132","Asses","2024","2024","An","158278","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","214","Dominican Republic","5114","Stocks","02196","Bees","2024","2024","No","96898","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","214","Dominican Republic","5111","Stocks","02111","Cattle","2024","2024","An","3030340","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","214","Dominican Republic","5112","Stocks","02151","Chickens","2024","2024","1000 An","211723","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","214","Dominican Republic","5111","Stocks","02123","Goats","2024","2024","An","201472","E","Estimated value",""
"QCL","Crops and livestock products","214","Dominican Republic","5111","Stocks","02131","Horses","2024","2024","An","367585","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","214","Dominican Republic","5111","Stocks","02133","Mules and hinnies","2024","2024","An","147806","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","214","Dominican Republic","5111","Stocks","02122","Sheep","2024","2024","An","261952","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","214","Dominican Republic","5111","Stocks","02140","Swine / pigs","2024","2024","An","520076","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","218","Ecuador","5111","Stocks","02132","Asses","2024","2024","An","40909","A","Official figure",""
"QCL","Crops and livestock products","218","Ecuador","5114","Stocks","02196","Bees","2024","2024","No","47889","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","218","Ecuador","5111","Stocks","02111","Cattle","2024","2024","An","3436276","A","Official figure",""
"QCL","Crops and livestock products","218","Ecuador","5112","Stocks","02151","Chickens","2024","2024","1000 An","180296","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","218","Ecuador","5112","Stocks","02154","Ducks","2024","2024","1000 An","272","A","Official figure",""
"QCL","Crops and livestock products","218","Ecuador","5112","Stocks","02153","Geese","2024","2024","1000 An","46","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","218","Ecuador","5111","Stocks","02123","Goats","2024","2024","An","27531","A","Official figure",""
"QCL","Crops and livestock products","218","Ecuador","5111","Stocks","02131","Horses","2024","2024","An","153173","A","Official figure",""
"QCL","Crops and livestock products","218","Ecuador","5111","Stocks","02133","Mules and hinnies","2024","2024","An","54076","A","Official figure",""
"QCL","Crops and livestock products","218","Ecuador","5112","Stocks","02191","Rabbits and hares","2024","2024","1000 An","467","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","218","Ecuador","5111","Stocks","02122","Sheep","2024","2024","An","448382","A","Official figure",""
"QCL","Crops and livestock products","218","Ecuador","5111","Stocks","02140","Swine / pigs","2024","2024","An","896457","A","Official figure",""
"QCL","Crops and livestock products","218","Ecuador","5112","Stocks","02152","Turkeys","2024","2024","1000 An","300","A","Official figure",""
"QCL","Crops and livestock products","818","Egypt","5111","Stocks","02132","Asses","2024","2024","An","1230611","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","818","Egypt","5114","Stocks","02196","Bees","2024","2024","No","714869","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","818","Egypt","5111","Stocks","02112","Buffalo","2024","2024","An","1440000","E","Estimated value",""
"QCL","Crops and livestock products","818","Egypt","5111","Stocks","02111","Cattle","2024","2024","An","2625729","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","818","Egypt","5112","Stocks","02151","Chickens","2024","2024","1000 An","272284","E","Estimated value",""
"QCL","Crops and livestock products","818","Egypt","5112","Stocks","02154","Ducks","2024","2024","1000 An","8437","E","Estimated value",""
"QCL","Crops and livestock products","818","Egypt","5112","Stocks","02153","Geese","2024","2024","1000 An","3524","E","Estimated value",""
"QCL","Crops and livestock products","818","Egypt","5111","Stocks","02123","Goats","2024","2024","An","1140000","E","Estimated value",""
"QCL","Crops and livestock products","818","Egypt","5111","Stocks","02131","Horses","2024","2024","An","89098","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","818","Egypt","5111","Stocks","02133","Mules and hinnies","2024","2024","An","3279","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","818","Egypt","5112","Stocks","02194","Other birds","2024","2024","1000 An","11816","E","Estimated value",""
"QCL","Crops and livestock products","818","Egypt","5112","Stocks","02191","Rabbits and hares","2024","2024","1000 An","5045","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","818","Egypt","5111","Stocks","02122","Sheep","2024","2024","An","1950000","E","Estimated value",""
"QCL","Crops and livestock products","818","Egypt","5111","Stocks","02140","Swine / pigs","2024","2024","An","20688","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","818","Egypt","5112","Stocks","02152","Turkeys","2024","2024","1000 An","1921","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","222","El Salvador","5111","Stocks","02132","Asses","2024","2024","An","3322","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","222","El Salvador","5114","Stocks","02196","Bees","2024","2024","No","216235","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","222","El Salvador","5111","Stocks","02111","Cattle","2024","2024","An","772208","E","Estimated value",""
"QCL","Crops and livestock products","222","El Salvador","5112","Stocks","02151","Chickens","2024","2024","1000 An","19093","E","Estimated value",""
"QCL","Crops and livestock products","222","El Salvador","5111","Stocks","02123","Goats","2024","2024","An","13745","E","Estimated value",""
"QCL","Crops and livestock products","222","El Salvador","5111","Stocks","02131","Horses","2024","2024","An","98260","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","222","El Salvador","5111","Stocks","02133","Mules and hinnies","2024","2024","An","23816","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","222","El Salvador","5111","Stocks","02122","Sheep","2024","2024","An","5577","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","222","El Salvador","5111","Stocks","02140","Swine / pigs","2024","2024","An","245241","E","Estimated value",""
"QCL","Crops and livestock products","226","Equatorial Guinea","5111","Stocks","02111","Cattle","2024","2024","An","5520","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","226","Equatorial Guinea","5112","Stocks","02151","Chickens","2024","2024","1000 An","385","E","Estimated value",""
"QCL","Crops and livestock products","226","Equatorial Guinea","5112","Stocks","02154","Ducks","2024","2024","1000 An","38","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","226","Equatorial Guinea","5111","Stocks","02123","Goats","2024","2024","An","9955","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","226","Equatorial Guinea","5111","Stocks","02122","Sheep","2024","2024","An","41686","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","226","Equatorial Guinea","5111","Stocks","02140","Swine / pigs","2024","2024","An","7548","E","Estimated value",""
"QCL","Crops and livestock products","232","Eritrea","5111","Stocks","02111","Cattle","2024","2024","An","2156877","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","232","Eritrea","5112","Stocks","02151","Chickens","2024","2024","1000 An","1155","E","Estimated value",""
"QCL","Crops and livestock products","232","Eritrea","5111","Stocks","02123","Goats","2024","2024","An","1935590","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","232","Eritrea","5111","Stocks","02122","Sheep","2024","2024","An","2508985","E","Estimated value",""
"QCL","Crops and livestock products","233","Estonia","5114","Stocks","02196","Bees","2024","2024","No","51900","A","Official figure",""
"QCL","Crops and livestock products","233","Estonia","5111","Stocks","02112","Buffalo","2024","2024","An","0","A","Official figure",""
"QCL","Crops and livestock products","233","Estonia","5111","Stocks","02111","Cattle","2024","2024","An","232390","A","Official figure",""
"QCL","Crops and livestock products","233","Estonia","5112","Stocks","02151","Chickens","2024","2024","1000 An","2274","A","Official figure",""
"QCL","Crops and livestock products","233","Estonia","5111","Stocks","02123","Goats","2024","2024","An","3200","A","Official figure",""
"QCL","Crops and livestock products","233","Estonia","5111","Stocks","02122","Sheep","2024","2024","An","46100","A","Official figure",""
"QCL","Crops and livestock products","233","Estonia","5111","Stocks","02140","Swine / pigs","2024","2024","An","283550","A","Official figure",""
"QCL","Crops and livestock products","748","Eswatini","5111","Stocks","02132","Asses","2024","2024","An","16747","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","748","Eswatini","5111","Stocks","02111","Cattle","2024","2024","An","652513","A","Official figure",""
"QCL","Crops and livestock products","748","Eswatini","5112","Stocks","02151","Chickens","2024","2024","1000 An","1967","E","Estimated value",""
"QCL","Crops and livestock products","748","Eswatini","5111","Stocks","02123","Goats","2024","2024","An","531407","A","Official figure",""
"QCL","Crops and livestock products","748","Eswatini","5111","Stocks","02131","Horses","2024","2024","An","1756","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","748","Eswatini","5111","Stocks","02133","Mules and hinnies","2024","2024","An","114","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","748","Eswatini","5111","Stocks","02122","Sheep","2024","2024","An","18522","A","Official figure",""
"QCL","Crops and livestock products","748","Eswatini","5111","Stocks","02140","Swine / pigs","2024","2024","An","55271","A","Official figure",""
"QCL","Crops and livestock products","231","Ethiopia","5111","Stocks","02132","Asses","2024","2024","An","10803079","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","231","Ethiopia","5114","Stocks","02196","Bees","2024","2024","No","6710019","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","231","Ethiopia","5111","Stocks","02111","Cattle","2024","2024","An","71916930","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","231","Ethiopia","5112","Stocks","02151","Chickens","2024","2024","1000 An","52280","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","231","Ethiopia","5111","Stocks","02123","Goats","2024","2024","An","53982678","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","231","Ethiopia","5111","Stocks","02131","Horses","2024","2024","An","2293260","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","231","Ethiopia","5111","Stocks","02133","Mules and hinnies","2024","2024","An","391103","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","231","Ethiopia","5111","Stocks","02122","Sheep","2024","2024","An","41050910","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","231","Ethiopia","5111","Stocks","02140","Swine / pigs","2024","2024","An","37330","E","Estimated value",""
"QCL","Crops and livestock products","234","Faroe Islands","5111","Stocks","02111","Cattle","2024","2024","An","1816","A","Official figure",""
"QCL","Crops and livestock products","234","Faroe Islands","5111","Stocks","02122","Sheep","2024","2024","An","79941","E","Estimated value",""
"QCL","Crops and livestock products","242","Fiji","5114","Stocks","02196","Bees","2024","2024","No","12480","A","Official figure",""
"QCL","Crops and livestock products","242","Fiji","5111","Stocks","02111","Cattle","2024","2024","An","80720","A","Official figure",""
"QCL","Crops and livestock products","242","Fiji","5112","Stocks","02151","Chickens","2024","2024","1000 An","5876","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","242","Fiji","5112","Stocks","02154","Ducks","2024","2024","1000 An","115","E","Estimated value",""
"QCL","Crops and livestock products","242","Fiji","5111","Stocks","02123","Goats","2024","2024","An","284591","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","242","Fiji","5111","Stocks","02131","Horses","2024","2024","An","47707","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","242","Fiji","5111","Stocks","02122","Sheep","2024","2024","An","39547","A","Official figure",""
"QCL","Crops and livestock products","242","Fiji","5111","Stocks","02140","Swine / pigs","2024","2024","An","120000","E","Estimated value",""
"QCL","Crops and livestock products","242","Fiji","5112","Stocks","02152","Turkeys","2024","2024","1000 An","83","E","Estimated value",""
"QCL","Crops and livestock products","246","Finland","5111","Stocks","02112","Buffalo","2024","2024","An","0","A","Official figure",""
"QCL","Crops and livestock products","246","Finland","5111","Stocks","02111","Cattle","2024","2024","An","764030","A","Official figure",""
"QCL","Crops and livestock products","246","Finland","5112","Stocks","02151","Chickens","2024","2024","1000 An","14425","A","Official figure",""
"QCL","Crops and livestock products","246","Finland","5112","Stocks","02154","Ducks","2024","2024","1000 An","","M","Missing value; data cannot exist",""
"QCL","Crops and livestock products","246","Finland","5111","Stocks","02123","Goats","2024","2024","An","5140","A","Official figure",""
"QCL","Crops and livestock products","246","Finland","5111","Stocks","02122","Sheep","2024","2024","An","115432","A","Official figure",""
"QCL","Crops and livestock products","246","Finland","5111","Stocks","02140","Swine / pigs","2024","2024","An","974130","A","Official figure",""
"QCL","Crops and livestock products","246","Finland","5112","Stocks","02152","Turkeys","2024","2024","1000 An","300","A","Official figure",""
"QCL","Crops and livestock products","250","France","5111","Stocks","02111","Cattle","2024","2024","An","16478260","A","Official figure",""
"QCL","Crops and livestock products","250","France","5112","Stocks","02151","Chickens","2024","2024","1000 An","229317","A","Official figure",""
"QCL","Crops and livestock products","250","France","5112","Stocks","02154","Ducks","2024","2024","1000 An","22829","A","Official figure",""
"QCL","Crops and livestock products","250","France","5112","Stocks","02153","Geese","2024","2024","1000 An","220","A","Official figure",""
"QCL","Crops and livestock products","250","France","5111","Stocks","02123","Goats","2024","2024","An","1339000","A","Official figure",""
"QCL","Crops and livestock products","250","France","5111","Stocks","02131","Horses","2024","2024","An","289788","A","Official figure",""
"QCL","Crops and livestock products","250","France","5112","Stocks","02191","Rabbits and hares","2024","2024","1000 An","361","A","Official figure",""
"QCL","Crops and livestock products","250","France","5111","Stocks","02122","Sheep","2024","2024","An","6607000","A","Official figure",""
"QCL","Crops and livestock products","250","France","5111","Stocks","02140","Swine / pigs","2024","2024","An","11714940","A","Official figure",""
"QCL","Crops and livestock products","250","France","5112","Stocks","02152","Turkeys","2024","2024","1000 An","14092","A","Official figure",""
"QCL","Crops and livestock products","258","French Polynesia","5114","Stocks","02196","Bees","2024","2024","No","1615","E","Estimated value",""
"QCL","Crops and livestock products","258","French Polynesia","5111","Stocks","02111","Cattle","2024","2024","An","8097","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","258","French Polynesia","5112","Stocks","02151","Chickens","2024","2024","1000 An","339","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","258","French Polynesia","5112","Stocks","02154","Ducks","2024","2024","1000 An","30","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","258","French Polynesia","5111","Stocks","02123","Goats","2024","2024","An","15665","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","258","French Polynesia","5111","Stocks","02131","Horses","2024","2024","An","2200","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","258","French Polynesia","5112","Stocks","02191","Rabbits and hares","2024","2024","1000 An","","M","Missing value; data cannot exist",""
"QCL","Crops and livestock products","258","French Polynesia","5111","Stocks","02122","Sheep","2024","2024","An","441","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","258","French Polynesia","5111","Stocks","02140","Swine / pigs","2024","2024","An","29124","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","266","Gabon","5111","Stocks","02111","Cattle","2024","2024","An","39678","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","266","Gabon","5112","Stocks","02151","Chickens","2024","2024","1000 An","3424","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","266","Gabon","5111","Stocks","02123","Goats","2024","2024","An","117387","E","Estimated value",""
"QCL","Crops and livestock products","266","Gabon","5112","Stocks","02191","Rabbits and hares","2024","2024","1000 An","347","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","266","Gabon","5111","Stocks","02122","Sheep","2024","2024","An","221154","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","266","Gabon","5111","Stocks","02140","Swine / pigs","2024","2024","An","225991","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","270","Gambia","5111","Stocks","02132","Asses","2024","2024","An","70247","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","270","Gambia","5111","Stocks","02111","Cattle","2024","2024","An","309195","A","Official figure",""
"QCL","Crops and livestock products","270","Gambia","5112","Stocks","02151","Chickens","2024","2024","1000 An","1310","A","Official figure",""
"QCL","Crops and livestock products","270","Gambia","5111","Stocks","02123","Goats","2024","2024","An","350728","A","Official figure",""
"QCL","Crops and livestock products","270","Gambia","5111","Stocks","02131","Horses","2024","2024","An","28573","A","Official figure",""
"QCL","Crops and livestock products","270","Gambia","5111","Stocks","02122","Sheep","2024","2024","An","190879","A","Official figure",""
"QCL","Crops and livestock products","270","Gambia","5111","Stocks","02140","Swine / pigs","2024","2024","An","25243","A","Official figure",""
"QCL","Crops and livestock products","268","Georgia","5111","Stocks","02132","Asses","2024","2024","An","10110","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","268","Georgia","5114","Stocks","02196","Bees","2024","2024","No","192700","A","Official figure",""
"QCL","Crops and livestock products","268","Georgia","5111","Stocks","02112","Buffalo","2024","2024","An","18777","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","268","Georgia","5111","Stocks","02111","Cattle","2024","2024","An","837700","A","Official figure",""
"QCL","Crops and livestock products","268","Georgia","5112","Stocks","02151","Chickens","2024","2024","1000 An","7475","A","Official figure",""
"QCL","Crops and livestock products","268","Georgia","5111","Stocks","02123","Goats","2024","2024","An","49300","A","Official figure",""
"QCL","Crops and livestock products","268","Georgia","5111","Stocks","02131","Horses","2024","2024","An","43491","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","268","Georgia","5111","Stocks","02133","Mules and hinnies","2024","2024","An","90","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","268","Georgia","5112","Stocks","02191","Rabbits and hares","2024","2024","1000 An","18","E","Estimated value",""
"QCL","Crops and livestock products","268","Georgia","5111","Stocks","02122","Sheep","2024","2024","An","712400","A","Official figure",""
"QCL","Crops and livestock products","268","Georgia","5111","Stocks","02140","Swine / pigs","2024","2024","An","141600","A","Official figure",""
"QCL","Crops and livestock products","268","Georgia","5112","Stocks","02152","Turkeys","2024","2024","1000 An","394","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","276","Germany","5114","Stocks","02196","Bees","2024","2024","No","1013000","A","Official figure",""
"QCL","Crops and livestock products","276","Germany","5111","Stocks","02112","Buffalo","2024","2024","An","12080","A","Official figure",""
"QCL","Crops and livestock products","276","Germany","5111","Stocks","02111","Cattle","2024","2024","An","10461290","A","Official figure",""
"QCL","Crops and livestock products","276","Germany","5111","Stocks","02123","Goats","2024","2024","An","168300","A","Official figure",""
"QCL","Crops and livestock products","276","Germany","5111","Stocks","02122","Sheep","2024","2024","An","1510900","A","Official figure",""
"QCL","Crops and livestock products","276","Germany","5111","Stocks","02140","Swine / pigs","2024","2024","An","21292300","A","Official figure",""
"QCL","Crops and livestock products","288","Ghana","5111","Stocks","02132","Asses","2024","2024","An","15345","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","288","Ghana","5111","Stocks","02111","Cattle","2024","2024","An","2362472","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","288","Ghana","5112","Stocks","02151","Chickens","2024","2024","1000 An","94284","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","288","Ghana","5111","Stocks","02123","Goats","2024","2024","An","9581913","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","288","Ghana","5111","Stocks","02131","Horses","2024","2024","An","3468","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","288","Ghana","5111","Stocks","02122","Sheep","2024","2024","An","6176664","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","288","Ghana","5111","Stocks","02140","Swine / pigs","2024","2024","An","951401","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","300","Greece","5111","Stocks","02112","Buffalo","2024","2024","An","4300","A","Official figure",""
"QCL","Crops and livestock products","300","Greece","5111","Stocks","02111","Cattle","2024","2024","An","595200","A","Official figure",""
"QCL","Crops and livestock products","300","Greece","5111","Stocks","02123","Goats","2024","2024","An","2576800","A","Official figure",""
"QCL","Crops and livestock products","300","Greece","5111","Stocks","02122","Sheep","2024","2024","An","7774200","A","Official figure",""
"QCL","Crops and livestock products","300","Greece","5111","Stocks","02140","Swine / pigs","2024","2024","An","786200","A","Official figure",""
"QCL","Crops and livestock products","308","Grenada","5111","Stocks","02132","Asses","2024","2024","An","661","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","308","Grenada","5111","Stocks","02111","Cattle","2024","2024","An","6191","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","308","Grenada","5112","Stocks","02151","Chickens","2024","2024","1000 An","384","E","Estimated value",""
"QCL","Crops and livestock products","308","Grenada","5111","Stocks","02123","Goats","2024","2024","An","25457","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","308","Grenada","5111","Stocks","02131","Horses","2024","2024","An","30","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","308","Grenada","5111","Stocks","02133","Mules and hinnies","2024","2024","An","50","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","308","Grenada","5111","Stocks","02122","Sheep","2024","2024","An","9639","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","308","Grenada","5111","Stocks","02140","Swine / pigs","2024","2024","An","3843","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","320","Guatemala","5111","Stocks","02132","Asses","2024","2024","An","9671","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","320","Guatemala","5114","Stocks","02196","Bees","2024","2024","No","80411","E","Estimated value",""
"QCL","Crops and livestock products","320","Guatemala","5111","Stocks","02111","Cattle","2024","2024","An","4343871","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","320","Guatemala","5112","Stocks","02151","Chickens","2024","2024","1000 An","47162","E","Estimated value",""
"QCL","Crops and livestock products","320","Guatemala","5111","Stocks","02123","Goats","2024","2024","An","116005","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","320","Guatemala","5111","Stocks","02131","Horses","2024","2024","An","133195","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","320","Guatemala","5111","Stocks","02133","Mules and hinnies","2024","2024","An","37350","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","320","Guatemala","5111","Stocks","02122","Sheep","2024","2024","An","611329","E","Estimated value",""
"QCL","Crops and livestock products","320","Guatemala","5111","Stocks","02140","Swine / pigs","2024","2024","An","3044525","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","324","Guinea","5111","Stocks","02132","Asses","2024","2024","An","2422","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","324","Guinea","5114","Stocks","02196","Bees","2024","2024","No","63508","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","324","Guinea","5111","Stocks","02111","Cattle","2024","2024","An","9319774","E","Estimated value",""
"QCL","Crops and livestock products","324","Guinea","5112","Stocks","02151","Chickens","2024","2024","1000 An","39252","E","Estimated value",""
"QCL","Crops and livestock products","324","Guinea","5111","Stocks","02123","Goats","2024","2024","An","4829211","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","324","Guinea","5111","Stocks","02131","Horses","2024","2024","An","3678","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","324","Guinea","5111","Stocks","02122","Sheep","2024","2024","An","3995308","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","324","Guinea","5111","Stocks","02140","Swine / pigs","2024","2024","An","183169","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","624","Guinea-Bissau","5111","Stocks","02132","Asses","2024","2024","An","5237","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","624","Guinea-Bissau","5114","Stocks","02196","Bees","2024","2024","No","6671","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","624","Guinea-Bissau","5111","Stocks","02111","Cattle","2024","2024","An","742836","E","Estimated value",""
